player,n_early,n_late,obs_mwp_early,sim_mwp_early,clutch_early,obs_mwp_late,sim_mwp_late,clutch_late
Anna Tatishvili,57,58,35.08771929824561,31.59649122807017,3.4912280701754383,27.586206896551722,34.525862068965516,-6.939655172413794
Anne Keothavong,54,54,38.88888888888889,43.037037037037045,-4.148148148148152,33.33333333333333,34.62962962962963,-1.2962962962963047
Annika Beck,92,93,43.47826086956522,44.20108695652174,-0.7228260869565233,40.86021505376344,43.02150537634409,-2.1612903225806477
Arantxa Rus,125,126,30.4,33.372,-2.9720000000000013,36.507936507936506,41.634920634920626,-5.126984126984119
Aravane Rezai,93,94,45.16129032258064,45.43010752688172,-0.26881720430107947,45.744680851063826,46.97340425531915,-1.2287234042553266
Aryna Sabalenka,268,268,66.7910447761194,63.72761194029851,3.0634328358208975,80.97014925373134,75.96455223880598,5.005597014925357
Ashleigh Barty,132,133,65.15151515151516,63.81439393939394,1.3371212121212182,85.71428571428571,80.86466165413533,4.849624060150376
Ashlyn Krueger,58,59,39.6551724137931,44.224137931034484,-4.568965517241381,47.45762711864407,45.940677966101696,1.5169491525423737
Ayumi Morita,91,91,43.956043956043956,46.9945054945055,-3.038461538461547,43.956043956043956,40.14285714285714,3.8131868131868174
Barbora Krejcikova,120,121,59.166666666666664,58.60833333333333,0.5583333333333371,63.63636363636363,61.28925619834711,2.347107438016522
Barbora Strycova,244,244,43.44262295081967,43.2622950819672,0.18032786885246566,54.09836065573771,53.27663934426229,0.8217213114754145
Beatriz Haddad Maia,143,144,54.54545454545454,53.88461538461538,0.66083916083916,52.77777777777778,52.49652777777777,0.2812500000000071
Belinda Bencic,227,227,57.268722466960355,54.93612334801762,2.3325991189427384,65.63876651982379,62.229074889867846,3.409691629955944
Bernarda Pera,111,112,41.44144144144144,46.67567567567568,-5.234234234234236,45.535714285714285,45.026785714285715,0.5089285714285694
Bethanie Mattek Sands,124,124,46.774193548387096,50.69758064516129,-3.923387096774192,37.903225806451616,42.70967741935483,-4.806451612903217
Bianca Andreescu,89,90,73.03370786516854,66.82584269662922,6.207865168539314,51.11111111111111,50.85000000000001,0.26111111111109864
Bojana Jovanovski,98,98,38.775510204081634,38.035714285714285,0.7397959183673493,43.87755102040816,39.80102040816326,4.076530612244902
Camila Giorgi,186,186,51.61290322580645,51.58602150537634,0.0268817204301115,55.376344086021504,55.424731182795696,-0.04838709677419217
Camila Osorio,93,93,55.91397849462365,48.7258064516129,7.188172043010752,53.76344086021505,53.11827956989247,0.6451612903225765
Carina Witthoeft,55,56,40.0,43.8090909090909,-3.809090909090898,46.42857142857143,45.9375,0.4910714285714306
Carla Suarez Navarro,261,261,57.47126436781609,55.11302681992337,2.3582375478927204,57.8544061302682,54.81800766283525,3.036398467432953
Caroline Dolehide,61,62,37.704918032786885,39.81967213114754,-2.114754098360656,40.32258064516129,39.99193548387097,0.3306451612903203
Caroline Garcia,298,298,56.04026845637584,51.78859060402685,4.25167785234899,55.369127516778526,51.15604026845638,4.213087248322147
Caroline Wozniacki,389,389,71.72236503856041,68.87532133676092,2.8470437017994925,68.89460154241645,68.34061696658097,0.5539845758354858
Casey Dellacqua,80,81,35.0,39.10625,-4.106250000000003,46.913580246913575,45.34567901234567,1.5679012345679055
Caty Mcnally,54,54,42.592592592592595,41.44444444444445,1.1481481481481453,44.44444444444444,48.26851851851852,-3.824074074074076
Chanelle Scheepers,87,87,41.37931034482759,40.92528735632184,0.4540229885057485,43.67816091954023,45.98275862068966,-2.304597701149426
Christina Mchale,174,174,45.40229885057471,44.071839080459775,1.3304597701149348,40.229885057471265,43.356321839080465,-3.1264367816092005
Clara Burel,56,57,42.857142857142854,41.73214285714286,1.124999999999993,49.122807017543856,49.01754385964912,0.10526315789473273
Clara Tauson,84,85,57.14285714285714,55.95833333333334,1.184523809523796,57.647058823529406,59.50588235294117,-1.8588235294117652
Coco Gauff,178,179,65.73033707865169,60.61797752808989,5.1123595505617985,75.97765363128491,73.22625698324022,2.7513966480446896
Coco Vandeweghe,139,139,44.60431654676259,47.039568345323744,-2.435251798561154,53.23741007194245,52.64388489208633,0.5935251798561225
Cristina Bucsa,65,66,33.84615384615385,33.98461538461539,-0.13846153846154152,45.45454545454545,48.03030303030303,-2.575757575757578
Daniela Hantuchova,252,252,60.317460317460316,57.80952380952382,2.507936507936499,51.19047619047619,50.13095238095239,1.059523809523803
Danielle Collins,142,142,61.97183098591549,57.83450704225353,4.137323943661961,60.56338028169014,60.485915492957744,0.07746478873239226
Danka Kovinic,93,93,37.634408602150536,41.58602150537634,-3.9516129032258007,43.01075268817204,41.064516129032256,1.946236559139784
Daria Kasatkina,258,258,57.36434108527132,55.23062015503877,2.133720930232549,58.52713178294574,58.22868217054264,0.29844961240309686
Daria Saville,151,152,54.3046357615894,51.86754966887417,2.4370860927152336,46.05263157894737,45.54934210526316,0.5032894736842124
Dayana Yastremska,137,137,55.47445255474452,58.48175182481752,-3.0072992700729984,45.25547445255474,43.64963503649635,1.6058394160583944
Diana Shnaider,81,81,61.72839506172839,57.53703703703704,4.191358024691354,55.55555555555556,57.7962962962963,-2.2407407407407405
Diane Parry,59,59,47.45762711864407,48.440677966101696,-0.9830508474576263,49.152542372881356,47.550847457627114,1.6016949152542423
Dinara Safina,146,146,61.64383561643836,58.49315068493151,3.150684931506852,71.91780821917808,68.16438356164383,3.7534246575342536
Dominika Cibulkova,280,280,59.285714285714285,58.30535714285714,0.9803571428571445,60.357142857142854,57.97857142857143,2.3785714285714263
Donna Vekic,231,231,49.78354978354979,50.54545454545454,-0.7619047619047521,51.515151515151516,51.997835497835496,-0.48268398268398016
Ekaterina Alexandrova,210,211,53.80952380952381,56.13095238095239,-2.3214285714285765,58.767772511848335,60.18483412322274,-1.4170616113744074
Elena Baltacha,50,51,40.0,38.74,1.259999999999998,39.21568627450981,37.2843137254902,1.9313725490196063
Elena Dementieva,154,155,70.12987012987013,63.31818181818182,6.811688311688307,71.61290322580646,70.91290322580645,0.700000000000017
Elena Gabriela Ruse,65,66,38.46153846153847,40.02307692307692,-1.5615384615384542,48.484848484848484,50.90909090909091,-2.424242424242422
Elena Rybakina,193,193,67.87564766839378,65.77720207253886,2.098445595854926,77.720207253886,74.63730569948186,3.0829015544041454
Elena Vesnina,220,221,47.72727272727273,47.57045454545455,0.1568181818181742,53.39366515837104,52.282805429864254,1.1108597285067887
Eleni Daniilidou,80,81,52.5,51.2,1.2999999999999972,30.864197530864196,34.0,-3.135802469135804
Elina Svitolina,309,310,65.69579288025889,63.194174757281544,2.501618122977348,66.12903225806451,63.185483870967744,2.9435483870967687
Elisabetta Cocciaretto,84,84,48.80952380952381,50.53571428571429,-1.7261904761904816,46.42857142857143,49.76785714285714,-3.339285714285708
Elise Mertens,248,248,64.91935483870968,64.01209677419354,0.9072580645161423,57.66129032258065,60.22983870967742,-2.568548387096776
Emma Navarro,85,86,56.470588235294116,54.347058823529416,2.1235294117647,54.65116279069767,58.20348837209301,-3.552325581395344
Emma Raducanu,74,75,56.75675675675676,58.70945945945947,-1.9527027027027088,60.0,60.53333333333334,-0.5333333333333385
